order_id,customer_id,store_id,city,province,product_id,quantity,unit_price_cad,total_amount_cad,transaction_timestamp
ORD-2026-00031,CUST-5022,NR-STORE-101,Lethbridge,AB,PRD-1001,1,299.99,299.99,2026-03-24 05:33:00
ORD-2026-00032,CUST-5045,NR-STORE-106,Lethbridge,AB,PRD-1004,3,189.99,569.97,2026-06-03 00:19:00
ORD-2026-00033,CUST-5137,NR-STORE-106,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,2026-02-21 01:59:00
ORD-2026-00034,CUST-5117,NR-STORE-107,Medicine Hat,AB,PRD-1003,1,899.5,899.5,2026-01-11 05:30:00
ORD-2026-00035,CUST-5013,NR-STORE-107,Edmonton,AB,PRD-1002,2,450.0,900.0,2026-02-12 08:58:00
ORD-2026-00036,CUST-5121,NR-STORE-101,Red Deer,AB,PRD-1001,2,299.99,599.98,2026-06-26 01:12:00
ORD-2026-00037,CUST-5138,NR-STORE-107,Edmonton,AB,PRD-1002,2,450.0,900.0,2026-04-13 09:58:00
ORD-2026-00038,CUST-5063,NR-STORE-107,Calgary,AB,PRD-1003,1,899.5,899.5,2026-05-14 13:24:00
ORD-2026-00039,CUST-5123,NR-STORE-102,Medicine Hat,AB,PRD-1001,3,299.99,899.97,2026-02-19 04:23:00
ORD-2026-00040,CUST-5144,NR-STORE-101,Red Deer,AB,PRD-1001,2,299.99,599.98,2026-05-04 00:16:00
ORD-2026-00041,CUST-5163,NR-STORE-101,Lethbridge,AB,PRD-1004,2,189.99,379.98,2026-04-30 17:53:00
ORD-2026-00042,CUST-5200,NR-STORE-101,Medicine Hat,AB,PRD-1002,2,450.0,900.0,2026-03-29 21:49:00
ORD-2026-00043,CUST-5020,NR-STORE-107,Calgary,AB,PRD-1004,3,189.99,569.97,2026-05-25 02:24:00
ORD-2026-00044,CUST-5052,NR-STORE-107,Red Deer,AB,PRD-1004,3,189.99,569.97,2026-02-13 22:07:00
ORD-2026-00045,CUST-5156,NR-STORE-107,Red Deer,AB,PRD-1001,3,299.99,899.97,2026-03-09 04:36:00
ORD-2026-00046,CUST-5096,NR-STORE-101,Medicine Hat,AB,PRD-1002,3,450.0,1350.0,2026-01-28 02:52:00
ORD-2026-00047,CUST-5139,NR-STORE-104,Calgary,AB,PRD-1002,2,450.0,900.0,2026-02-15 23:09:00
ORD-2026-00048,CUST-5130,NR-STORE-101,Calgary,AB,PRD-1003,2,899.5,1799.0,2026-06-12 22:05:00
ORD-2026-00049,CUST-5117,NR-STORE-107,Edmonton,AB,PRD-1003,2,899.5,1799.0,2026-04-07 05:15:00
ORD-2026-00050,CUST-5186,NR-STORE-101,Calgary,AB,PRD-1003,3,899.5,2698.5,2026-03-04 15:14:00
ORD-2026-00051,CUST-5136,NR-STORE-104,Calgary,AB,PRD-1004,2,189.99,379.98,2026-05-06 22:00:00
ORD-2026-00052,CUST-5133,NR-STORE-107,Lethbridge,AB,PRD-1003,3,899.5,2698.5,2026-02-27 11:37:00
ORD-2026-00053,CUST-5106,NR-STORE-102,Edmonton,AB,PRD-1002,1,450.0,450.0,2026-05-27 19:05:00
ORD-2026-00054,CUST-5066,NR-STORE-104,Lethbridge,AB,PRD-1001,2,299.99,599.98,2026-04-04 16:03:00
ORD-2026-00055,CUST-5044,NR-STORE-101,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-03-27 10:10:00
ORD-2026-00056,CUST-5090,NR-STORE-102,Calgary,AB,PRD-1002,1,450.0,450.0,2026-03-28 03:47:00
ORD-2026-00057,CUST-5171,NR-STORE-106,Edmonton,AB,PRD-1003,1,899.5,899.5,2026-01-06 08:08:00
ORD-2026-00058,CUST-5167,NR-STORE-102,Lethbridge,AB,PRD-1003,1,899.5,899.5,2026-02-10 19:35:00
ORD-2026-00059,CUST-5055,NR-STORE-103,Red Deer,AB,PRD-1001,1,299.99,299.99,2026-04-02 10:13:00
ORD-2026-00060,CUST-5109,NR-STORE-102,Lethbridge,AB,PRD-1001,2,299.99,599.98,2026-02-18 04:35:00
ORD-2026-00061,CUST-5018,NR-STORE-102,Calgary,AB,PRD-1003,1,899.5,899.5,2026-01-20 14:38:00
ORD-2026-00062,CUST-5175,NR-STORE-106,Medicine Hat,AB,PRD-1004,2,189.99,379.98,2026-01-30 02:53:00
ORD-2026-00063,CUST-5048,NR-STORE-101,Medicine Hat,AB,PRD-1004,1,189.99,189.99,2026-04-10 06:25:00
ORD-2026-00064,CUST-5107,NR-STORE-102,Medicine Hat,AB,PRD-1001,2,299.99,599.98,2026-02-12 14:18:00
ORD-2026-00065,CUST-5000,NR-STORE-105,Lethbridge,AB,PRD-1003,3,899.5,2698.5,2026-05-31 04:07:00
ORD-2026-00066,CUST-5066,NR-STORE-105,Lethbridge,AB,PRD-1004,1,189.99,189.99,2026-04-11 01:05:00
ORD-2026-00067,CUST-5065,NR-STORE-106,Calgary,AB,PRD-1002,2,450.0,900.0,2026-06-22 00:43:00
ORD-2026-00068,CUST-5041,NR-STORE-101,Edmonton,AB,PRD-1003,2,899.5,1799.0,2026-05-02 22:19:00
ORD-2026-00069,CUST-5057,NR-STORE-101,Medicine Hat,AB,PRD-1004,1,189.99,189.99,2026-02-27 20:49:00
ORD-2026-00070,CUST-5012,NR-STORE-107,Calgary,AB,PRD-1003,3,899.5,2698.5,2026-01-26 16:47:00
ORD-2026-00071,CUST-5074,NR-STORE-102,Calgary,AB,PRD-1002,2,450.0,900.0,2026-02-04 18:36:00
ORD-2026-00072,CUST-5185,NR-STORE-107,Red Deer,AB,PRD-1004,1,189.99,189.99,2026-01-09 00:39:00
ORD-2026-00073,CUST-5195,NR-STORE-102,Edmonton,AB,PRD-1001,1,299.99,299.99,2026-06-19 11:14:00
ORD-2026-00074,CUST-5083,NR-STORE-104,Red Deer,AB,PRD-1003,3,899.5,2698.5,2026-01-12 19:39:00
ORD-2026-00075,CUST-5113,NR-STORE-101,Edmonton,AB,PRD-1004,2,189.99,379.98,2026-05-29 06:33:00
ORD-2026-00076,CUST-5069,NR-STORE-101,Calgary,AB,PRD-1004,1,189.99,189.99,2026-03-20 11:16:00
ORD-2026-00077,CUST-5045,NR-STORE-101,Medicine Hat,AB,PRD-1001,1,299.99,299.99,2026-01-20 00:05:00
ORD-2026-00078,CUST-5192,NR-STORE-106,Lethbridge,AB,PRD-1003,1,899.5,899.5,2026-04-17 03:45:00
ORD-2026-00079,CUST-5031,NR-STORE-102,Medicine Hat,AB,PRD-1001,2,299.99,599.98,2026-02-19 20:37:00
ORD-2026-00080,CUST-5027,NR-STORE-105,Red Deer,AB,PRD-1004,1,189.99,189.99,2026-05-03 13:12:00
ORD-2026-00081,CUST-5182,NR-STORE-103,Calgary,AB,PRD-1004,2,189.99,379.98,2026-01-25 17:14:00
ORD-2026-00082,CUST-5097,NR-STORE-101,Calgary,AB,PRD-1004,1,189.99,189.99,2026-01-10 15:26:00
ORD-2026-00083,CUST-5044,NR-STORE-104,Medicine Hat,AB,PRD-1003,3,899.5,2698.5,2026-06-12 01:15:00
ORD-2026-00084,CUST-5141,NR-STORE-101,Lethbridge,AB,PRD-1001,1,299.99,299.99,2026-03-26 19:38:00
ORD-2026-00085,CUST-5107,NR-STORE-106,Calgary,AB,PRD-1002,2,450.0,900.0,2026-04-16 18:56:00
ORD-2026-00086,CUST-5116,NR-STORE-105,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,2026-04-17 14:35:00
ORD-2026-00087,CUST-5035,NR-STORE-107,Calgary,AB,PRD-1002,2,450.0,900.0,2026-05-16 02:12:00
ORD-2026-00088,CUST-5075,NR-STORE-107,Red Deer,AB,PRD-1001,3,299.99,899.97,2026-03-31 21:41:00
ORD-2026-00089,CUST-5125,NR-STORE-102,Medicine Hat,AB,PRD-1004,3,189.99,569.97,2026-06-08 07:16:00
ORD-2026-00090,CUST-5107,NR-STORE-101,Lethbridge,AB,PRD-1001,2,299.99,599.98,2026-03-06 09:04:00
ORD-2026-00091,CUST-5058,NR-STORE-103,Edmonton,AB,PRD-1001,1,299.99,299.99,2026-03-11 21:07:00
ORD-2026-00092,CUST-5160,NR-STORE-104,Calgary,AB,PRD-1001,1,299.99,299.99,2026-01-16 18:17:00
ORD-2026-00093,CUST-5139,NR-STORE-105,Red Deer,AB,PRD-1004,2,189.99,379.98,2026-04-26 07:48:00
ORD-2026-00094,CUST-5179,NR-STORE-101,Red Deer,AB,PRD-1002,2,450.0,900.0,2026-06-29 01:11:00
ORD-2026-00095,CUST-5125,NR-STORE-107,Calgary,AB,PRD-1004,3,189.99,569.97,2026-04-22 10:48:00
ORD-2026-00096,CUST-5061,NR-STORE-106,Red Deer,AB,PRD-1004,2,189.99,379.98,2026-02-10 23:58:00
ORD-2026-00097,CUST-5049,NR-STORE-103,Lethbridge,AB,PRD-1002,1,450.0,450.0,2026-01-24 16:37:00
ORD-2026-00098,CUST-5128,NR-STORE-105,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,2026-01-10 06:48:00
ORD-2026-00099,CUST-5095,NR-STORE-105,Medicine Hat,AB,PRD-1003,1,899.5,899.5,2026-06-07 00:53:00
ORD-2026-00100,CUST-5198,NR-STORE-103,Edmonton,AB,PRD-1001,2,299.99,599.98,2026-06-07 21:19:00
ORD-2026-00101,CUST-5075,NR-STORE-107,Calgary,AB,PRD-1002,1,450.0,450.0,2026-03-29 12:36:00
ORD-2026-00102,CUST-5189,NR-STORE-103,Lethbridge,AB,PRD-1002,3,450.0,1350.0,2026-05-10 10:23:00
ORD-2026-00103,CUST-5047,NR-STORE-102,Calgary,AB,PRD-1003,2,899.5,1799.0,2026-05-23 23:11:00
ORD-2026-00104,CUST-5158,NR-STORE-104,Calgary,AB,PRD-1001,1,299.99,299.99,2026-02-02 09:11:00
ORD-2026-00105,CUST-5088,NR-STORE-107,Calgary,AB,PRD-1002,2,450.0,900.0,2026-03-19 19:54:00
ORD-2026-00106,CUST-5117,NR-STORE-105,Medicine Hat,AB,PRD-1001,1,299.99,299.99,2026-02-05 15:22:00
ORD-2026-00107,CUST-5111,NR-STORE-101,Medicine Hat,AB,PRD-1002,3,450.0,1350.0,2026-01-27 04:44:00
ORD-2026-00108,CUST-5103,NR-STORE-102,Lethbridge,AB,PRD-1002,3,450.0,1350.0,2026-01-15 12:08:00
ORD-2026-00109,CUST-5088,NR-STORE-106,Edmonton,AB,PRD-1003,3,899.5,2698.5,2026-04-20 19:56:00
ORD-2026-00110,CUST-5064,NR-STORE-103,Calgary,AB,PRD-1004,2,189.99,379.98,2026-06-30 03:37:00
ORD-2026-00111,CUST-5081,NR-STORE-104,Edmonton,AB,PRD-1002,2,450.0,900.0,2026-03-12 20:29:00
ORD-2026-00112,CUST-5142,NR-STORE-104,Edmonton,AB,PRD-1003,1,899.5,899.5,2026-05-10 00:58:00
ORD-2026-00113,CUST-5119,NR-STORE-107,Red Deer,AB,PRD-1004,3,189.99,569.97,2026-04-27 11:00:00
ORD-2026-00114,CUST-5127,NR-STORE-102,Edmonton,AB,PRD-1003,1,899.5,899.5,2026-05-08 04:31:00
ORD-2026-00115,CUST-5044,NR-STORE-101,Edmonton,AB,PRD-1002,3,450.0,1350.0,2026-05-24 05:01:00
ORD-2026-00116,CUST-5014,NR-STORE-105,Lethbridge,AB,PRD-1001,2,299.99,599.98,2026-05-01 15:03:00
ORD-2026-00117,CUST-5131,NR-STORE-105,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-03-03 09:53:00
ORD-2026-00118,CUST-5174,NR-STORE-106,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-06-13 09:18:00
ORD-2026-00119,CUST-5011,NR-STORE-101,Calgary,AB,PRD-1002,1,450.0,450.0,2026-05-26 17:25:00
ORD-2026-00120,CUST-5007,NR-STORE-104,Calgary,AB,PRD-1002,2,450.0,900.0,2026-03-11 11:07:00
ORD-2026-00121,CUST-5023,NR-STORE-103,Calgary,AB,PRD-1001,2,299.99,599.98,2026-05-15 13:41:00
ORD-2026-00122,CUST-5174,NR-STORE-103,Calgary,AB,PRD-1002,1,450.0,450.0,2026-01-20 23:28:00
ORD-2026-00123,CUST-5169,NR-STORE-105,Medicine Hat,AB,PRD-1004,2,189.99,379.98,2026-01-11 15:57:00
ORD-2026-00124,CUST-5140,NR-STORE-103,Edmonton,AB,PRD-1002,2,450.0,900.0,2026-06-25 19:14:00
ORD-2026-00125,CUST-5102,NR-STORE-104,Calgary,AB,PRD-1004,2,189.99,379.98,2026-05-20 11:39:00
ORD-2026-00126,CUST-5034,NR-STORE-106,Medicine Hat,AB,PRD-1002,3,450.0,1350.0,2026-06-21 09:27:00
ORD-2026-00127,CUST-5035,NR-STORE-104,Calgary,AB,PRD-1002,2,450.0,900.0,2026-06-01 20:06:00
ORD-2026-00128,CUST-5059,NR-STORE-107,Medicine Hat,AB,PRD-1003,3,899.5,2698.5,2026-05-09 03:15:00
ORD-2026-00129,CUST-5055,NR-STORE-106,Lethbridge,AB,PRD-1003,2,899.5,1799.0,2026-06-08 00:14:00
ORD-2026-00130,CUST-5162,NR-STORE-103,Lethbridge,AB,PRD-1001,3,299.99,899.97,2026-05-06 21:48:00
ORD-2026-00131,CUST-5088,NR-STORE-105,Red Deer,AB,PRD-1004,1,189.99,189.99,2026-06-06 00:55:00
ORD-2026-00132,CUST-5065,NR-STORE-106,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-01-27 17:53:00
ORD-2026-00133,CUST-5135,NR-STORE-101,Red Deer,AB,PRD-1003,2,899.5,1799.0,2026-02-07 10:07:00
ORD-2026-00134,CUST-5036,NR-STORE-101,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-06-15 10:45:00
ORD-2026-00135,CUST-5098,NR-STORE-101,Edmonton,AB,PRD-1003,1,899.5,899.5,2026-01-04 18:11:00
ORD-2026-00136,CUST-5096,NR-STORE-101,Edmonton,AB,PRD-1001,1,299.99,299.99,2026-05-15 18:09:00
ORD-2026-00137,CUST-5168,NR-STORE-107,Calgary,AB,PRD-1002,2,450.0,900.0,2026-04-06 03:59:00
ORD-2026-00138,CUST-5118,NR-STORE-102,Calgary,AB,PRD-1002,2,450.0,900.0,2026-03-26 02:31:00
ORD-2026-00139,CUST-5044,NR-STORE-107,Medicine Hat,AB,PRD-1003,1,899.5,899.5,2026-04-08 16:55:00
ORD-2026-00140,CUST-5200,NR-STORE-105,Edmonton,AB,PRD-1003,1,899.5,899.5,2026-05-20 20:51:00
ORD-2026-00141,CUST-5046,NR-STORE-107,Lethbridge,AB,PRD-1002,1,450.0,450.0,2026-01-16 19:04:00
ORD-2026-00142,CUST-5159,NR-STORE-106,Edmonton,AB,PRD-1002,1,450.0,450.0,2026-03-01 22:52:00
ORD-2026-00143,CUST-5104,NR-STORE-101,Lethbridge,AB,PRD-1004,1,189.99,189.99,2026-05-30 01:58:00
ORD-2026-00144,CUST-5185,NR-STORE-103,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-05-19 02:03:00
ORD-2026-00145,CUST-5190,NR-STORE-103,Red Deer,AB,PRD-1003,2,899.5,1799.0,2026-04-17 14:49:00
ORD-2026-00146,CUST-5117,NR-STORE-106,Calgary,AB,PRD-1001,3,299.99,899.97,2026-01-26 12:48:00
ORD-2026-00147,CUST-5090,NR-STORE-107,Medicine Hat,AB,PRD-1002,3,450.0,1350.0,2026-02-24 17:58:00
ORD-2026-00148,CUST-5026,NR-STORE-101,Red Deer,AB,PRD-1004,2,189.99,379.98,2026-04-03 07:36:00
ORD-2026-00149,CUST-5023,NR-STORE-103,Medicine Hat,AB,PRD-1002,2,450.0,900.0,2026-04-21 07:01:00
ORD-2026-00150,CUST-5032,NR-STORE-101,Lethbridge,AB,PRD-1002,1,450.0,450.0,2026-06-24 20:52:00
ORD-2026-00151,CUST-5025,NR-STORE-104,Medicine Hat,AB,PRD-1002,2,450.0,900.0,2026-02-09 12:20:00
ORD-2026-00152,CUST-5117,NR-STORE-106,Medicine Hat,AB,PRD-1003,1,899.5,899.5,2026-05-24 11:26:00
ORD-2026-00153,CUST-5067,NR-STORE-105,Edmonton,AB,PRD-1004,3,189.99,569.97,2026-03-08 09:22:00
ORD-2026-00154,CUST-5153,NR-STORE-107,Calgary,AB,PRD-1004,1,189.99,189.99,2026-01-24 20:35:00
ORD-2026-00155,CUST-5054,NR-STORE-104,Calgary,AB,PRD-1004,2,189.99,379.98,2026-03-06 10:25:00
ORD-2026-00156,CUST-5032,NR-STORE-102,Red Deer,AB,PRD-1002,2,450.0,900.0,2026-02-23 17:28:00
ORD-2026-00157,CUST-5183,NR-STORE-104,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,2026-02-16 21:04:00
ORD-2026-00158,CUST-5055,NR-STORE-104,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,2026-01-26 08:02:00
ORD-2026-00159,CUST-5160,NR-STORE-107,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-05-25 13:57:00
ORD-2026-00160,CUST-5086,NR-STORE-104,Edmonton,AB,PRD-1002,1,450.0,450.0,2026-06-01 20:31:00
ORD-2026-00161,CUST-5029,NR-STORE-105,Lethbridge,AB,PRD-1001,1,299.99,299.99,2026-05-04 23:10:00
ORD-2026-00162,CUST-5133,NR-STORE-102,Calgary,AB,PRD-1001,3,299.99,899.97,2026-06-24 00:53:00
ORD-2026-00163,CUST-5058,NR-STORE-106,Medicine Hat,AB,PRD-1003,1,899.5,899.5,2026-05-01 18:22:00
ORD-2026-00164,CUST-5178,NR-STORE-102,Lethbridge,AB,PRD-1003,2,899.5,1799.0,2026-01-01 23:22:00
ORD-2026-00165,CUST-5134,NR-STORE-103,Medicine Hat,AB,PRD-1001,1,299.99,299.99,2026-04-03 06:29:00
ORD-2026-00166,CUST-5004,NR-STORE-104,Calgary,AB,PRD-1004,2,189.99,379.98,2026-02-08 12:46:00
ORD-2026-00167,CUST-5171,NR-STORE-107,Calgary,AB,PRD-1002,1,450.0,450.0,2026-05-03 20:47:00
ORD-2026-00168,CUST-5113,NR-STORE-105,Red Deer,AB,PRD-1003,2,899.5,1799.0,2026-01-23 09:24:00
ORD-2026-00169,CUST-5046,NR-STORE-107,Medicine Hat,AB,PRD-1003,3,899.5,2698.5,2026-02-05 13:56:00
ORD-2026-00170,CUST-5041,NR-STORE-105,Medicine Hat,AB,PRD-1001,2,299.99,599.98,2026-04-25 23:20:00
ORD-2026-00171,CUST-5103,NR-STORE-102,Medicine Hat,AB,PRD-1001,1,299.99,299.99,2026-05-10 07:39:00
ORD-2026-00172,CUST-5047,NR-STORE-104,Red Deer,AB,PRD-1004,2,189.99,379.98,2026-02-20 12:26:00
ORD-2026-00173,CUST-5014,NR-STORE-105,Red Deer,AB,PRD-1004,1,189.99,189.99,2026-01-04 11:02:00
ORD-2026-00174,CUST-5165,NR-STORE-101,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,2026-05-22 01:05:00
ORD-2026-00175,CUST-5167,NR-STORE-105,Edmonton,AB,PRD-1004,3,189.99,569.97,2026-03-18 04:24:00
ORD-2026-00176,CUST-5155,NR-STORE-106,Edmonton,AB,PRD-1003,3,899.5,2698.5,2026-02-02 23:16:00
ORD-2026-00177,CUST-5141,NR-STORE-104,Lethbridge,AB,PRD-1003,2,899.5,1799.0,2026-04-26 03:20:00
ORD-2026-00178,CUST-5168,NR-STORE-103,Lethbridge,AB,PRD-1002,2,450.0,900.0,2026-06-14 23:44:00
ORD-2026-00179,CUST-5090,NR-STORE-104,Calgary,AB,PRD-1004,1,189.99,189.99,2026-01-21 11:21:00
ORD-2026-00180,CUST-5180,NR-STORE-101,Lethbridge,AB,PRD-1004,2,189.99,379.98,2026-04-09 01:10:00
ORD-2026-00181,CUST-5191,NR-STORE-106,Red Deer,AB,PRD-1004,1,189.99,189.99,2026-06-30 18:47:00
ORD-2026-00182,CUST-5153,NR-STORE-107,Edmonton,AB,PRD-1001,1,299.99,299.99,2026-06-01 21:21:00
ORD-2026-00183,CUST-5124,NR-STORE-107,Red Deer,AB,PRD-1002,3,450.0,1350.0,2026-04-19 23:56:00
ORD-2026-00184,CUST-5125,NR-STORE-104,Red Deer,AB,PRD-1004,3,189.99,569.97,2026-04-03 04:19:00
ORD-2026-00185,CUST-5126,NR-STORE-105,Lethbridge,AB,PRD-1004,3,189.99,569.97,2026-05-08 04:55:00
ORD-2026-00186,CUST-5107,NR-STORE-107,Red Deer,AB,PRD-1004,2,189.99,379.98,2026-06-24 10:42:00
ORD-2026-00187,CUST-5088,NR-STORE-103,Medicine Hat,AB,PRD-1004,1,189.99,189.99,2026-03-16 19:14:00
ORD-2026-00188,CUST-5095,NR-STORE-103,Edmonton,AB,PRD-1002,3,450.0,1350.0,2026-06-25 23:09:00
ORD-2026-00189,CUST-5197,NR-STORE-103,Red Deer,AB,PRD-1002,2,450.0,900.0,2026-04-27 22:11:00
ORD-2026-00190,CUST-5172,NR-STORE-107,Lethbridge,AB,PRD-1001,3,299.99,899.97,2026-06-04 21:57:00
ORD-2026-00191,CUST-5028,NR-STORE-104,Red Deer,AB,PRD-1002,1,450.0,450.0,2026-04-10 09:17:00
ORD-2026-00192,CUST-5032,NR-STORE-105,Lethbridge,AB,PRD-1004,2,189.99,379.98,2026-06-26 06:32:00
ORD-2026-00193,CUST-5099,NR-STORE-104,Lethbridge,AB,PRD-1003,3,899.5,2698.5,2026-03-04 05:33:00
ORD-2026-00194,CUST-5013,NR-STORE-101,Calgary,AB,PRD-1003,1,899.5,899.5,2026-02-23 13:42:00
ORD-2026-00195,CUST-5164,NR-STORE-103,Edmonton,AB,PRD-1002,1,450.0,450.0,2026-04-15 20:18:00
ORD-2026-00196,CUST-5116,NR-STORE-105,Medicine Hat,AB,PRD-1002,2,450.0,900.0,2026-02-15 22:44:00
ORD-2026-00197,CUST-5082,NR-STORE-106,Lethbridge,AB,PRD-1004,3,189.99,569.97,2026-06-09 01:44:00
ORD-2026-00198,CUST-5051,NR-STORE-101,Red Deer,AB,PRD-1001,2,299.99,599.98,2026-03-21 09:42:00
ORD-2026-00199,CUST-5120,NR-STORE-107,Medicine Hat,AB,PRD-1003,1,899.5,899.5,2026-02-26 15:44:00
ORD-2026-00200,CUST-5141,NR-STORE-101,Calgary,AB,PRD-1002,2,450.0,900.0,2026-04-04 17:19:00
ORD-2026-00201,CUST-5144,NR-STORE-103,Lethbridge,AB,PRD-1002,2,450.0,900.0,2026-04-04 11:56:00
ORD-2026-00202,CUST-5118,NR-STORE-104,Medicine Hat,AB,PRD-1002,2,450.0,900.0,2026-01-18 19:20:00
ORD-2026-00203,CUST-5128,NR-STORE-103,Calgary,AB,PRD-1004,2,189.99,379.98,2026-04-04 13:55:00
ORD-2026-00204,CUST-5133,NR-STORE-106,Edmonton,AB,PRD-1001,1,299.99,299.99,2026-06-07 04:15:00
ORD-2026-00205,CUST-5074,NR-STORE-107,Medicine Hat,AB,PRD-1004,1,189.99,189.99,2026-02-08 13:24:00
ORD-2026-00206,CUST-5049,NR-STORE-101,Edmonton,AB,PRD-1004,1,189.99,189.99,2026-04-14 08:58:00
ORD-2026-00207,CUST-5191,NR-STORE-104,Lethbridge,AB,PRD-1001,1,299.99,299.99,2026-03-04 18:21:00
ORD-2026-00208,CUST-5119,NR-STORE-104,Red Deer,AB,PRD-1003,1,899.5,899.5,2026-04-26 07:40:00
ORD-2026-00209,CUST-5114,NR-STORE-104,Red Deer,AB,PRD-1004,2,189.99,379.98,2026-01-28 19:35:00
ORD-2026-00210,CUST-5070,NR-STORE-106,Calgary,AB,PRD-1003,3,899.5,2698.5,2026-03-29 09:06:00
ORD-2026-00211,CUST-5198,NR-STORE-103,Medicine Hat,AB,PRD-1001,2,299.99,599.98,2026-05-14 19:16:00
