order_id,customer_id,store_id,city,province,product_id,quantity,unit_price_cad,total_amount_cad,order_status,transaction_timestamp
ORD-2026-01079,CUST-5003,NR-STORE-106,Edmonton,AB,PRD-1005,1,129.99,129.99,returned,2026-08-21 21:53:00
ORD-2026-01080,CUST-5049,NR-STORE-101,Edmonton,AB,PRD-1006,3,85.0,255.0,delivered,2026-08-16 00:50:00
ORD-2026-01081,CUST-5111,NR-STORE-102,Calgary,AB,PRD-1005,1,129.99,129.99,cancelled,2026-08-16 08:20:00
ORD-2026-01082,CUST-5120,NR-STORE-102,Lethbridge,AB,PRD-1001,3,299.99,899.97,shipped,2026-08-13 16:37:00
ORD-2026-01083,CUST-5168,NR-STORE-101,Edmonton,AB,PRD-1005,3,129.99,389.97,delivered,2026-08-15 11:42:00
ORD-2026-01084,CUST-5030,NR-STORE-105,Red Deer,AB,PRD-1006,2,85.0,170.0,returned,2026-08-16 13:57:00
ORD-2026-01085,CUST-5075,NR-STORE-102,Edmonton,AB,PRD-1009,2,110.0,220.0,returned,2026-08-12 06:51:00
ORD-2026-01086,CUST-5152,NR-STORE-104,Calgary,AB,PRD-1008,3,64.99,194.97,shipped,2026-08-13 11:30:00
ORD-2026-01087,CUST-5097,NR-STORE-101,Red Deer,AB,PRD-1004,3,189.99,569.97,shipped,2026-08-16 08:39:00
ORD-2026-01088,CUST-5117,NR-STORE-107,Calgary,AB,PRD-1009,2,110.0,220.0,cancelled,2026-08-18 18:21:00
ORD-2026-01089,CUST-5185,NR-STORE-102,Red Deer,AB,PRD-1004,2,189.99,379.98,cancelled,2026-08-11 07:26:00
ORD-2026-01090,CUST-5093,NR-STORE-103,Medicine Hat,AB,PRD-1002,1,450.0,450.0,cancelled,2026-08-13 02:35:00
ORD-2026-01091,CUST-5024,NR-STORE-105,Medicine Hat,AB,PRD-1009,3,110.0,330.0,cancelled,2026-08-10 17:31:00
ORD-2026-01092,CUST-5094,NR-STORE-107,Lethbridge,AB,PRD-1003,2,899.5,1799.0,shipped,2026-08-21 03:16:00
ORD-2026-01093,CUST-5064,NR-STORE-107,Red Deer,AB,PRD-1009,2,110.0,220.0,delivered,2026-08-08 14:09:00
ORD-2026-01094,CUST-5122,NR-STORE-101,Lethbridge,AB,PRD-1003,3,899.5,2698.5,in_progress,2026-08-11 21:47:00
ORD-2026-01095,CUST-5144,NR-STORE-102,Medicine Hat,AB,PRD-1004,2,189.99,379.98,delivered,2026-08-13 10:02:00
ORD-2026-01096,CUST-5033,NR-STORE-106,Lethbridge,AB,PRD-1001,2,299.99,599.98,delivered,2026-08-21 10:09:00
ORD-2026-01097,CUST-5110,NR-STORE-101,Red Deer,AB,PRD-1009,1,110.0,110.0,returned,2026-08-21 23:28:00
ORD-2026-01098,CUST-5114,NR-STORE-105,Medicine Hat,AB,PRD-1003,1,899.5,899.5,in_progress,2026-08-18 14:40:00
ORD-2026-01099,CUST-5029,NR-STORE-104,Calgary,AB,PRD-1004,2,189.99,379.98,cancelled,2026-08-21 02:54:00
ORD-2026-01100,CUST-5051,NR-STORE-104,Red Deer,AB,PRD-1003,2,899.5,1799.0,cancelled,2026-08-13 12:21:00
ORD-2026-01101,CUST-5181,NR-STORE-106,Lethbridge,AB,PRD-1009,1,110.0,110.0,delivered,2026-08-12 03:15:00
ORD-2026-01102,CUST-5107,NR-STORE-105,Edmonton,AB,PRD-1002,3,450.0,1350.0,returned,2026-08-19 01:16:00
ORD-2026-01103,CUST-5165,NR-STORE-106,Medicine Hat,AB,PRD-1007,2,149.5,299.0,delivered,2026-08-13 23:38:00
ORD-2026-01104,CUST-5121,NR-STORE-101,Calgary,AB,PRD-1001,1,299.99,299.99,returned,2026-08-11 13:12:00
ORD-2026-01105,CUST-5091,NR-STORE-104,Lethbridge,AB,PRD-1009,3,110.0,330.0,shipped,2026-08-11 08:19:00
ORD-2026-01106,CUST-5003,NR-STORE-105,Medicine Hat,AB,PRD-1002,2,450.0,900.0,cancelled,2026-08-19 22:52:00
ORD-2026-01107,CUST-5178,NR-STORE-101,Medicine Hat,AB,PRD-1004,2,189.99,379.98,shipped,2026-08-19 10:47:00
ORD-2026-01108,CUST-5073,NR-STORE-107,Red Deer,AB,PRD-1002,3,450.0,1350.0,shipped,2026-08-17 07:23:00
ORD-2026-01109,CUST-5085,NR-STORE-107,Calgary,AB,PRD-1004,2,189.99,379.98,shipped,2026-08-17 05:20:00
ORD-2026-01110,CUST-5151,NR-STORE-106,Calgary,AB,PRD-1002,2,450.0,900.0,returned,2026-08-13 02:00:00
ORD-2026-01111,CUST-5170,NR-STORE-103,Medicine Hat,AB,PRD-1009,3,110.0,330.0,shipped,2026-08-18 01:08:00
ORD-2026-01112,CUST-5018,NR-STORE-101,Lethbridge,AB,PRD-1007,2,149.5,299.0,in_progress,2026-08-15 00:38:00
ORD-2026-01113,CUST-5062,NR-STORE-107,Calgary,AB,PRD-1001,1,299.99,299.99,delivered,2026-08-21 20:15:00
ORD-2026-01114,CUST-5036,NR-STORE-106,Edmonton,AB,PRD-1009,3,110.0,330.0,delivered,2026-08-13 12:51:00
ORD-2026-01115,CUST-5000,NR-STORE-105,Edmonton,AB,PRD-1009,2,110.0,220.0,in_progress,2026-08-13 14:34:00
ORD-2026-01116,CUST-5022,NR-STORE-107,Calgary,AB,PRD-1006,3,85.0,255.0,delivered,2026-08-21 17:46:00
ORD-2026-01117,CUST-5096,NR-STORE-105,Calgary,AB,PRD-1003,3,899.5,2698.5,delivered,2026-08-12 08:18:00
ORD-2026-01118,CUST-5186,NR-STORE-104,Medicine Hat,AB,PRD-1009,2,110.0,220.0,delivered,2026-08-18 16:43:00
ORD-2026-01119,CUST-5141,NR-STORE-102,Lethbridge,AB,PRD-1001,1,299.99,299.99,returned,2026-08-08 07:40:00
ORD-2026-01120,CUST-5197,NR-STORE-104,Lethbridge,AB,PRD-1003,2,899.5,1799.0,shipped,2026-08-08 05:17:00
ORD-2026-01121,CUST-5190,NR-STORE-104,Edmonton,AB,PRD-1003,1,899.5,899.5,shipped,2026-08-14 10:50:00
ORD-2026-01122,CUST-5145,NR-STORE-102,Calgary,AB,PRD-1001,2,299.99,599.98,cancelled,2026-08-22 19:08:00
ORD-2026-01123,CUST-5173,NR-STORE-102,Calgary,AB,PRD-1003,3,899.5,2698.5,cancelled,2026-08-14 20:45:00
ORD-2026-01124,CUST-5070,NR-STORE-106,Lethbridge,AB,PRD-1003,3,899.5,2698.5,returned,2026-08-16 02:02:00
ORD-2026-01125,CUST-5066,NR-STORE-102,Medicine Hat,AB,PRD-1004,2,189.99,379.98,shipped,2026-08-19 04:49:00
ORD-2026-01126,CUST-5120,NR-STORE-104,Medicine Hat,AB,PRD-1005,3,129.99,389.97,returned,2026-08-20 09:26:00
ORD-2026-01127,CUST-5114,NR-STORE-107,Calgary,AB,PRD-1003,3,899.5,2698.5,in_progress,2026-08-19 17:16:00
ORD-2026-01128,CUST-5082,NR-STORE-107,Edmonton,AB,PRD-1006,2,85.0,170.0,cancelled,2026-08-16 19:04:00
ORD-2026-01129,CUST-5034,NR-STORE-102,Edmonton,AB,PRD-1001,1,299.99,299.99,delivered,2026-08-11 08:55:00
ORD-2026-01130,CUST-5078,NR-STORE-104,Medicine Hat,AB,PRD-1002,1,450.0,450.0,shipped,2026-08-15 09:46:00
ORD-2026-01131,CUST-5045,NR-STORE-103,Edmonton,AB,PRD-1007,2,149.5,299.0,delivered,2026-08-10 00:36:00
ORD-2026-01132,CUST-5015,NR-STORE-106,Lethbridge,AB,PRD-1006,3,85.0,255.0,shipped,2026-08-13 02:37:00
ORD-2026-01133,CUST-5127,NR-STORE-106,Edmonton,AB,PRD-1007,3,149.5,448.5,shipped,2026-08-21 14:52:00
ORD-2026-01134,CUST-5102,NR-STORE-102,Edmonton,AB,PRD-1008,3,64.99,194.97,delivered,2026-08-14 17:31:00
ORD-2026-01135,CUST-5112,NR-STORE-104,Lethbridge,AB,PRD-1001,1,299.99,299.99,cancelled,2026-08-09 14:52:00
ORD-2026-01136,CUST-5021,NR-STORE-104,Calgary,AB,PRD-1003,3,899.5,2698.5,in_progress,2026-08-10 15:31:00
ORD-2026-01137,CUST-5175,NR-STORE-107,Edmonton,AB,PRD-1006,2,85.0,170.0,in_progress,2026-08-09 01:22:00
ORD-2026-01138,CUST-5063,NR-STORE-105,Edmonton,AB,PRD-1008,3,64.99,194.97,cancelled,2026-08-15 08:05:00
ORD-2026-01139,CUST-5075,NR-STORE-105,Calgary,AB,PRD-1008,3,64.99,194.97,shipped,2026-08-11 01:46:00
ORD-2026-01140,CUST-5159,NR-STORE-106,Edmonton,AB,PRD-1008,1,64.99,64.99,shipped,2026-08-15 05:17:00
ORD-2026-01141,CUST-5034,NR-STORE-103,Calgary,AB,PRD-1005,2,129.99,259.98,returned,2026-08-11 01:28:00
ORD-2026-01142,CUST-5146,NR-STORE-102,Red Deer,AB,PRD-1009,2,110.0,220.0,in_progress,2026-08-19 19:17:00
ORD-2026-01143,CUST-5021,NR-STORE-101,Red Deer,AB,PRD-1005,1,129.99,129.99,returned,2026-08-22 09:26:00
ORD-2026-01144,CUST-5172,NR-STORE-106,Red Deer,AB,PRD-1006,3,85.0,255.0,in_progress,2026-08-08 05:44:00
ORD-2026-01145,CUST-5001,NR-STORE-107,Calgary,AB,PRD-1004,3,189.99,569.97,delivered,2026-08-19 08:07:00
ORD-2026-01146,CUST-5167,NR-STORE-105,Calgary,AB,PRD-1004,2,189.99,379.98,in_progress,2026-08-14 19:05:00
ORD-2026-01147,CUST-5195,NR-STORE-101,Calgary,AB,PRD-1002,2,450.0,900.0,shipped,2026-08-21 17:06:00
ORD-2026-01148,CUST-5073,NR-STORE-106,Calgary,AB,PRD-1008,3,64.99,194.97,shipped,2026-08-13 20:30:00
ORD-2026-01149,CUST-5157,NR-STORE-101,Medicine Hat,AB,PRD-1002,2,450.0,900.0,returned,2026-08-21 09:04:00
ORD-2026-01150,CUST-5151,NR-STORE-101,Calgary,AB,PRD-1006,2,85.0,170.0,shipped,2026-08-22 09:35:00
ORD-2026-01151,CUST-5165,NR-STORE-104,Edmonton,AB,PRD-1008,1,64.99,64.99,cancelled,2026-08-22 20:38:00
ORD-2026-01152,CUST-5153,NR-STORE-107,Calgary,AB,PRD-1002,2,450.0,900.0,cancelled,2026-08-22 21:06:00
ORD-2026-01153,CUST-5159,NR-STORE-104,Red Deer,AB,PRD-1005,3,129.99,389.97,delivered,2026-08-21 06:09:00
ORD-2026-01154,CUST-5090,NR-STORE-107,Calgary,AB,PRD-1003,1,899.5,899.5,returned,2026-08-18 21:33:00
ORD-2026-01155,CUST-5104,NR-STORE-102,Calgary,AB,PRD-1004,1,189.99,189.99,delivered,2026-08-16 13:43:00
ORD-2026-01156,CUST-5074,NR-STORE-102,Calgary,AB,PRD-1005,3,129.99,389.97,returned,2026-08-13 22:22:00
ORD-2026-01157,CUST-5055,NR-STORE-103,Lethbridge,AB,PRD-1008,3,64.99,194.97,delivered,2026-08-22 20:08:00
ORD-2026-01158,CUST-5071,NR-STORE-105,Red Deer,AB,PRD-1007,2,149.5,299.0,cancelled,2026-08-09 17:26:00
ORD-2026-01159,CUST-5037,NR-STORE-103,Lethbridge,AB,PRD-1003,1,899.5,899.5,cancelled,2026-08-13 14:51:00
ORD-2026-01160,CUST-5014,NR-STORE-104,Medicine Hat,AB,PRD-1002,1,450.0,450.0,cancelled,2026-08-16 09:48:00
ORD-2026-01161,CUST-5171,NR-STORE-107,Red Deer,AB,PRD-1007,3,149.5,448.5,returned,2026-08-18 23:54:00
ORD-2026-01162,CUST-5146,NR-STORE-104,Medicine Hat,AB,PRD-1007,1,149.5,149.5,in_progress,2026-08-22 06:01:00
ORD-2026-01163,CUST-5044,NR-STORE-101,Medicine Hat,AB,PRD-1005,3,129.99,389.97,returned,2026-08-13 10:23:00
ORD-2026-01164,CUST-5097,NR-STORE-103,Medicine Hat,AB,PRD-1001,3,299.99,899.97,shipped,2026-08-09 04:16:00
ORD-2026-01165,CUST-5196,NR-STORE-103,Calgary,AB,PRD-1003,2,899.5,1799.0,in_progress,2026-08-21 16:25:00
ORD-2026-01166,CUST-5049,NR-STORE-106,Red Deer,AB,PRD-1005,3,129.99,389.97,shipped,2026-08-11 13:27:00
ORD-2026-01167,CUST-5188,NR-STORE-102,Calgary,AB,PRD-1003,2,899.5,1799.0,in_progress,2026-08-13 11:56:00
ORD-2026-01168,CUST-5180,NR-STORE-102,Medicine Hat,AB,PRD-1007,3,149.5,448.5,delivered,2026-08-08 15:15:00
ORD-2026-01169,CUST-5014,NR-STORE-104,Lethbridge,AB,PRD-1009,2,110.0,220.0,cancelled,2026-08-09 16:54:00
ORD-2026-01170,CUST-5077,NR-STORE-103,Edmonton,AB,PRD-1002,1,450.0,450.0,delivered,2026-08-09 23:01:00
ORD-2026-01171,CUST-5125,NR-STORE-105,Red Deer,AB,PRD-1001,2,299.99,599.98,delivered,2026-08-19 18:08:00
ORD-2026-01172,CUST-5063,NR-STORE-103,Lethbridge,AB,PRD-1003,3,899.5,2698.5,in_progress,2026-08-12 16:09:00
ORD-2026-01173,CUST-5097,NR-STORE-107,Edmonton,AB,PRD-1008,3,64.99,194.97,cancelled,2026-08-17 18:12:00
ORD-2026-01174,CUST-5128,NR-STORE-103,Medicine Hat,AB,PRD-1005,1,129.99,129.99,cancelled,2026-08-12 19:01:00
ORD-2026-01175,CUST-5021,NR-STORE-102,Calgary,AB,PRD-1003,3,899.5,2698.5,delivered,2026-08-22 07:33:00
ORD-2026-01176,CUST-5079,NR-STORE-102,Edmonton,AB,PRD-1007,3,149.5,448.5,delivered,2026-08-21 11:32:00
ORD-2026-01177,CUST-5109,NR-STORE-107,Lethbridge,AB,PRD-1001,3,299.99,899.97,shipped,2026-08-10 19:28:00
ORD-2026-01178,CUST-5140,NR-STORE-103,Edmonton,AB,PRD-1008,3,64.99,194.97,returned,2026-08-21 04:37:00
ORD-2026-01179,CUST-5110,NR-STORE-105,Lethbridge,AB,PRD-1002,2,450.0,900.0,shipped,2026-08-12 17:49:00
ORD-2026-01180,CUST-5184,NR-STORE-105,Red Deer,AB,PRD-1001,2,299.99,599.98,delivered,2026-08-13 13:55:00
ORD-2026-01181,CUST-5188,NR-STORE-102,Medicine Hat,AB,PRD-1001,2,299.99,599.98,cancelled,2026-08-11 03:44:00
ORD-2026-01182,CUST-5200,NR-STORE-105,Medicine Hat,AB,PRD-1004,1,189.99,189.99,cancelled,2026-08-15 07:40:00
ORD-2026-01183,CUST-5020,NR-STORE-103,Calgary,AB,PRD-1006,2,85.0,170.0,in_progress,2026-08-21 13:37:00
ORD-2026-01184,CUST-5083,NR-STORE-105,Medicine Hat,AB,PRD-1003,2,899.5,1799.0,shipped,2026-08-11 17:59:00
ORD-2026-01185,CUST-5181,NR-STORE-107,Calgary,AB,PRD-1002,1,450.0,450.0,shipped,2026-08-18 01:07:00
ORD-2026-01186,CUST-5033,NR-STORE-106,Medicine Hat,AB,PRD-1005,2,129.99,259.98,in_progress,2026-08-18 23:27:00
ORD-2026-01187,CUST-5049,NR-STORE-106,Lethbridge,AB,PRD-1007,1,149.5,149.5,in_progress,2026-08-16 22:33:00
ORD-2026-01188,CUST-5195,NR-STORE-104,Edmonton,AB,PRD-1008,2,64.99,129.98,cancelled,2026-08-20 03:53:00
ORD-2026-01189,CUST-5080,NR-STORE-101,Red Deer,AB,PRD-1005,1,129.99,129.99,delivered,2026-08-16 05:43:00
ORD-2026-01190,CUST-5099,NR-STORE-103,Red Deer,AB,PRD-1007,1,149.5,149.5,delivered,2026-08-16 07:56:00
ORD-2026-01191,CUST-5033,NR-STORE-105,Medicine Hat,AB,PRD-1009,3,110.0,330.0,delivered,2026-08-13 10:09:00
ORD-2026-01192,CUST-5165,NR-STORE-107,Calgary,AB,PRD-1005,1,129.99,129.99,in_progress,2026-08-16 21:31:00
ORD-2026-01193,CUST-5054,NR-STORE-105,Edmonton,AB,PRD-1002,2,450.0,900.0,delivered,2026-08-12 03:19:00
ORD-2026-01194,CUST-5174,NR-STORE-104,Calgary,AB,PRD-1002,3,450.0,1350.0,cancelled,2026-08-09 00:01:00
ORD-2026-01195,CUST-5078,NR-STORE-104,Edmonton,AB,PRD-1002,2,450.0,900.0,cancelled,2026-08-12 09:16:00
ORD-2026-01196,CUST-5150,NR-STORE-105,Medicine Hat,AB,PRD-1007,1,149.5,149.5,delivered,2026-08-14 20:04:00
ORD-2026-01197,CUST-5044,NR-STORE-103,Edmonton,AB,PRD-1002,1,450.0,450.0,cancelled,2026-08-14 15:22:00
ORD-2026-01198,CUST-5098,NR-STORE-106,Lethbridge,AB,PRD-1002,1,450.0,450.0,cancelled,2026-08-12 21:01:00
ORD-2026-01199,CUST-5036,NR-STORE-102,Lethbridge,AB,PRD-1003,3,899.5,2698.5,delivered,2026-08-10 17:16:00
ORD-2026-01200,CUST-5019,NR-STORE-101,Calgary,AB,PRD-1009,1,110.0,110.0,in_progress,2026-08-13 06:56:00
ORD-2026-01201,CUST-5131,NR-STORE-103,Edmonton,AB,PRD-1006,1,85.0,85.0,cancelled,2026-08-21 00:53:00
ORD-2026-01202,CUST-5083,NR-STORE-105,Medicine Hat,AB,PRD-1001,2,299.99,599.98,cancelled,2026-08-17 17:21:00
ORD-2026-01203,CUST-5009,NR-STORE-104,Edmonton,AB,PRD-1007,1,149.5,149.5,delivered,2026-08-10 22:00:00
ORD-2026-01204,CUST-5023,NR-STORE-104,Edmonton,AB,PRD-1008,3,64.99,194.97,delivered,2026-08-16 19:59:00
